key1,key2,key3,value
LINE-318-333,LINE-320-323,LINE-320-323,0.002736540127541263
LINE-329-325,LINE-316-330,LINE-316-330,0
LINE-108-110,LINE-215-216,LINE-215-216,-0.010735542044873755
LINE-329-325,LINE-215-216,LINE-215-216,0
LINE-116-119,LINE-318-333#0,LINE-318-333#0,0
LINE-125-114,LINE-127-121#0,LINE-127-121#0,-0.005421279100563131
LINE-319-320,LINE-319-320,LINE-319-320,0.813675114512867
LINE-113-215,LINE-213-223,LINE-213-223,0.015715564043838986
LINE-115-124,LINE-113-123,LINE-113-123,-0.08021537010329935
LINE-315-333,LINE-229-218,LINE-229-218,0
LINE-116-119,LINE-119-120,LINE-119-120,-0.19782357495420036
LINE-115-124,LINE-119-120,LINE-119-120,0.06283100578531979
LINE-315-333,LINE-126-217,LINE-126-217,0
LINE-115-121#0,LINE-113-215,LINE-113-215,0.0026969506958218334
LINE-115-121#0,LINE-330-318,LINE-330-318,0
LINE-225-214,LINE-115-121#0,LINE-115-121#0,0.00042311742229188775
LINE-119-120,LINE-218-221#0,LINE-218-221#0,-0.005447112051722937
LINE-313-329,LINE-119-120,LINE-119-120,0
LINE-311-331,LINE-316-319,LINE-316-319,0.5338478064398562
LINE-316-330,LINE-115-124,LINE-115-124,0
LINE-125-113,LINE-115-116,LINE-115-116,0.011715524970487603
LINE-120-126#0,LINE-218-221#0,LINE-218-221#0,-0.005447112051722937
LINE-216-217,LINE-215-216,LINE-215-216,-0.813756451568625
LINE-114-116,LINE-115-121,LINE-115-121,0.010889989096573724
LINE-313-329,LINE-215-216,LINE-215-216,0
LINE-315-324,LINE-225-213,LINE-225-213,0
LINE-114-116,LINE-215-224,LINE-215-224,-0.022108004069605704
LINE-212-223,LINE-327-314,LINE-327-314,0
LINE-115-121#0,LINE-115-116,LINE-115-116,0.399461011991871
LINE-316-330,LINE-127-121,LINE-127-121,0
LINE-218-221#0,LINE-215-221#0,LINE-215-221#0,0.19879790852073662
LINE-318-223,LINE-215-224,LINE-215-224,0
LINE-219-220#0,LINE-215-221#0,LINE-215-221#0,-0.003979915841277212
LINE-112-113,LINE-218-221,LINE-218-221,0.01055162410883073
LINE-116-117,LINE-315-316,LINE-315-316,0
LINE-115-124,LINE-330-318,LINE-330-318,0
LINE-215-224,LINE-112-113,LINE-112-113,-0.04417439338190899
LINE-316-319,LINE-218-221#0,LINE-218-221#0,0
LINE-103-109,LINE-126-217,LINE-126-217,0.05341395749588836
LINE-107-108,LINE-218-221#0,LINE-218-221#0,-0.005100982076079255
LINE-225-213,LINE-216-219,LINE-216-219,0.5249191637821689
LINE-117-118,LINE-220-223#0,LINE-220-223#0,0.00020257655565768357
LINE-219-220,LINE-113-215,LINE-113-215,-0.019777472619689186
LINE-119-120,LINE-108-109,LINE-108-109,-0.04859445435870033
LINE-320-323,LINE-117-118,LINE-117-118,0
LINE-120-126#0,LINE-220-223,LINE-220-223,-0.0012170835351432735
LINE-315-324,LINE-120-126,LINE-120-126,0
LINE-219-220,LINE-327-314,LINE-327-314,0
LINE-312-329,LINE-120-126#0,LINE-120-126#0,0
LINE-218-221,LINE-220-223#0,LINE-220-223#0,0.0018973125431259578
LINE-227-216,LINE-327-314,LINE-327-314,0
LINE-112-123,LINE-113-123,LINE-113-123,0.37107198480420267
LINE-127-121,LINE-127-121#0,LINE-127-121#0,0.7047857098123582
LINE-220-223#0,LINE-216-217,LINE-216-217,0.019607783208837954
LINE-215-221,LINE-318-333#0,LINE-318-333#0,0
LINE-127-121,LINE-311-331,LINE-311-331,0
LINE-228-203,LINE-216-217,LINE-216-217,0.02479044461177264
LINE-311-327,LINE-114-116,LINE-114-116,0
LINE-216-219,LINE-112-123,LINE-112-123,-0.018101913122905714
LINE-311-331,LINE-213-223,LINE-213-223,0
LINE-127-121,LINE-112-113,LINE-112-113,-0.00497862607922101
LINE-213-223,LINE-311-327,LINE-311-327,0
LINE-220-223#0,LINE-320-323#0,LINE-320-323#0,0
LINE-127-121#0,LINE-112-123,LINE-112-123,-0.010146610089713065
LINE-215-221,LINE-126-217,LINE-126-217,0.22631095973955948
LINE-320-323#0,LINE-126-217,LINE-126-217,0
LINE-219-220#0,LINE-215-216,LINE-215-216,-0.04713080297135156
LINE-113-123,LINE-112-123,LINE-112-123,0.42583169753490946
LINE-316-319,LINE-319-320,LINE-319-320,-0.18632488548711046
LINE-225-213,LINE-319-320#0,LINE-319-320#0,0
LINE-219-220,LINE-227-216,LINE-227-216,-0.32663393311535965
LINE-220-223#0,LINE-320-323,LINE-320-323,0
LINE-112-113,LINE-215-221,LINE-215-221,-0.020954329473464532
LINE-108-109,LINE-225-214,LINE-225-214,0.04730122150124724
LINE-215-221,LINE-218-221,LINE-218-221,0.11572874615398786
LINE-311-327,LINE-213-223,LINE-213-223,0
LINE-127-121#0,LINE-112-113,LINE-112-113,-0.00497862607922101
LINE-107-108,LINE-316-330,LINE-316-330,0
LINE-318-223,LINE-112-123,LINE-112-123,0
LINE-112-123,LINE-218-221#0,LINE-218-221#0,-0.012890275905154248
LINE-215-221#0,LINE-316-330,LINE-316-330,0
LINE-225-213,LINE-313-329,LINE-313-329,0
LINE-228-203,LINE-112-123,LINE-112-123,-0.011443283482471105
LINE-219-220,LINE-226-209,LINE-226-209,0.15739294974152832
LINE-126-217,LINE-215-221,LINE-215-221,0.08733532980610263
LINE-120-126,LINE-315-333,LINE-315-333,0
LINE-127-121,LINE-115-124,LINE-115-124,-0.08092554543913974
LINE-315-333#0,LINE-311-327,LINE-311-327,-0.00250766680836308
LINE-319-320#0,LINE-226-209,LINE-226-209,0
LINE-117-118,LINE-311-331,LINE-311-331,0
LINE-327-314,LINE-114-116,LINE-114-116,0
LINE-128-203,LINE-229-218,LINE-229-218,0.016451754599821664
LINE-313-329,LINE-116-117,LINE-116-117,0
LINE-108-109,LINE-226-209,LINE-226-209,0.08484761673580364
LINE-315-333#0,LINE-113-123,LINE-113-123,0
LINE-226-209,LINE-108-109,LINE-108-109,0.10876535724659758
LINE-329-325,LINE-318-333#0,LINE-318-333#0,0
LINE-319-320#0,LINE-228-203,LINE-228-203,0
LINE-125-113,LINE-120-126,LINE-120-126,0.059270869959504556
LINE-103-109,LINE-220-223#0,LINE-220-223#0,0.0008511687202246345
LINE-119-120#0,LINE-315-324,LINE-315-324,0
LINE-315-324,LINE-320-323,LINE-320-323,0.0338154802752139
LINE-112-123,LINE-225-214,LINE-225-214,0.020934276214508052
LINE-215-224,LINE-315-316,LINE-315-316,0
LINE-329-325,LINE-318-333,LINE-318-333,0
LINE-115-124,LINE-315-333#0,LINE-315-333#0,0
LINE-216-217,LINE-114-116,LINE-114-116,0.0942910106338728
LINE-120-126,LINE-229-218,LINE-229-218,-0.01756809755379413
LINE-127-121#0,LINE-126-217,LINE-126-217,0.006356210107010378
LINE-220-223#0,LINE-213-223,LINE-213-223,0.22946241638846604
LINE-116-117,LINE-114-116,LINE-114-116,-0.05379777064504559
LINE-330-318,LINE-315-316,LINE-315-316,-0.6931296038236411
LINE-119-120#0,LINE-114-116,LINE-114-116,-0.3562411653259025
LINE-327-314,LINE-215-221,LINE-215-221,0
LINE-216-219,LINE-113-123,LINE-113-123,-0.008048577131128986
LINE-318-223,LINE-219-220#0,LINE-219-220#0,0
LINE-228-203,LINE-119-120,LINE-119-120,-0.0026666686746426686
LINE-318-333,LINE-126-217,LINE-126-217,0
LINE-213-223,LINE-225-214,LINE-225-214,0.3735565602652889
LINE-115-121#0,LINE-316-330,LINE-316-330,0
LINE-108-110,LINE-215-221,LINE-215-221,0.004770965459068
LINE-115-121,LINE-215-221,LINE-215-221,0.0005925025874064211
LINE-318-223,LINE-311-327,LINE-311-327,0
LINE-107-108,LINE-220-223,LINE-220-223,-0.010381640346237364
LINE-115-124,LINE-219-220,LINE-219-220,0.0021783520918725345
LINE-213-223,LINE-127-121,LINE-127-121,-9.578766847761346e-5
LINE-103-109,LINE-313-329,LINE-313-329,0
LINE-119-120,LINE-115-124,LINE-115-124,0.26780725953692985
LINE-218-221,LINE-318-333#0,LINE-318-333#0,0
LINE-320-323#0,LINE-228-203,LINE-228-203,0
LINE-320-323,LINE-114-116,LINE-114-116,0
LINE-319-320,LINE-108-109,LINE-108-109,0
LINE-314-316,LINE-114-116,LINE-114-116,0
LINE-318-223,LINE-115-124,LINE-115-124,0
LINE-125-114,LINE-108-110,LINE-108-110,-0.05467884183905434
LINE-219-220,LINE-215-221#0,LINE-215-221#0,-0.003979915841277212
LINE-115-124,LINE-112-123,LINE-112-123,-0.12538204133735076
LINE-315-333#0,LINE-212-223,LINE-212-223,0
LINE-108-110,LINE-327-314,LINE-327-314,0
LINE-114-116,LINE-127-121,LINE-127-121,-0.005421279100564266
LINE-116-119,LINE-319-320,LINE-319-320,0
LINE-318-223,LINE-320-323#0,LINE-320-323#0,0
LINE-103-109,LINE-315-333#0,LINE-315-333#0,0
LINE-316-330,LINE-212-223,LINE-212-223,0
LINE-112-113,LINE-115-121#0,LINE-115-121#0,0.0038469791507334023
LINE-127-121,LINE-227-216,LINE-227-216,-0.0009127691596093662
LINE-330-318,LINE-127-121#0,LINE-127-121#0,0
LINE-226-209,LINE-320-323#0,LINE-320-323#0,0
LINE-329-325,LINE-115-116,LINE-115-116,0
LINE-220-223#0,LINE-316-330,LINE-316-330,0
LINE-315-333#0,LINE-315-316,LINE-315-316,0.400652888512922
LINE-311-327,LINE-311-327,LINE-311-327,1.3313589801611903e6
LINE-313-329,LINE-216-219,LINE-216-219,0
LINE-219-220#0,LINE-319-320,LINE-319-320,0
LINE-219-220,LINE-215-224,LINE-215-224,0.17408111548900926
LINE-315-316,LINE-225-214,LINE-225-214,0
LINE-128-203,LINE-315-316,LINE-315-316,0
LINE-320-323,LINE-320-323#0,LINE-320-323#0,0.8930371000093085
LINE-112-123,LINE-215-221#0,LINE-215-221#0,0.025598626859199183
LINE-315-333,LINE-320-323,LINE-320-323,-0.00316362971681699
LINE-227-216,LINE-311-331,LINE-311-331,0
LINE-225-213,LINE-128-203,LINE-128-203,-0.02816592967141707
LINE-128-203,LINE-117-118,LINE-117-118,-0.0029894891066812868
LINE-318-223,LINE-113-123,LINE-113-123,0
LINE-108-110,LINE-119-120#0,LINE-119-120#0,-0.005087443253502794
LINE-218-221,LINE-226-209,LINE-226-209,-0.030669617372950913
LINE-116-117,LINE-311-331,LINE-311-331,0
LINE-125-114,LINE-112-113,LINE-112-113,-0.04247669311831318
LINE-127-121,LINE-119-120#0,LINE-119-120#0,0.005084633416783684
LINE-218-221,LINE-311-331,LINE-311-331,0
LINE-114-116,LINE-219-220,LINE-219-220,-0.0020581254460782144
LINE-227-216,LINE-313-329,LINE-313-329,0
LINE-219-220,LINE-213-223,LINE-213-223,0.22946241638846604
LINE-115-116,LINE-218-221#0,LINE-218-221#0,-0.002592371272389503
LINE-119-120#0,LINE-119-120,LINE-119-120,0.8021764250458043
LINE-226-209,LINE-125-114,LINE-125-114,0.014533237893181386
LINE-216-217,LINE-314-316,LINE-314-316,0
LINE-316-319,LINE-219-220#0,LINE-219-220#0,0
LINE-225-214,LINE-316-319,LINE-316-319,0
LINE-120-126#0,LINE-115-121#0,LINE-115-121#0,-0.00628016649028211
LINE-125-114,LINE-215-221#0,LINE-215-221#0,0.015301533549325105
LINE-108-110,LINE-315-333#0,LINE-315-333#0,0
LINE-226-209,LINE-227-216,LINE-227-216,-0.2357959106946773
LINE-316-319,LINE-314-316,LINE-314-316,-0.6891261964063643
LINE-219-220,LINE-127-121#0,LINE-127-121#0,0.00010792883457355424
LINE-117-118,LINE-320-323,LINE-320-323,0
LINE-218-221,LINE-112-123,LINE-112-123,-0.04754665372639957
LINE-226-209,LINE-116-117,LINE-116-117,-0.0013605141434625562
LINE-112-123,LINE-108-110,LINE-108-110,-0.07713697293061497
LINE-314-316,LINE-311-327,LINE-311-327,-0.3382812708117396
LINE-314-316,LINE-320-323,LINE-320-323,-0.07314741976447223
LINE-216-217,LINE-312-329,LINE-312-329,0
LINE-128-203,LINE-119-120,LINE-119-120,0.016008821925407087
LINE-320-323,LINE-218-221,LINE-218-221,0
LINE-107-108,LINE-311-327,LINE-311-327,0
LINE-316-330,LINE-226-209,LINE-226-209,0
LINE-218-221,LINE-314-316,LINE-314-316,0
LINE-215-224,LINE-315-333,LINE-315-333,0
LINE-215-221#0,LINE-225-214,LINE-225-214,0.019766261498811624
LINE-227-216,LINE-112-123,LINE-112-123,0.017664128692789428
LINE-311-327,LINE-312-329,LINE-312-329,0.007397426619919585
LINE-229-218,LINE-113-123,LINE-113-123,-0.12981341995151519
LINE-212-223,LINE-319-320,LINE-319-320,0
LINE-126-217,LINE-229-218,LINE-229-218,-0.14183843576764982
LINE-113-123,LINE-127-121#0,LINE-127-121#0,-0.0020373378214955315
LINE-319-320,LINE-226-209,LINE-226-209,0
LINE-319-320,LINE-311-327,LINE-311-327,-0.1825426554576403
LINE-318-333#0,LINE-220-223#0,LINE-220-223#0,0
LINE-316-330,LINE-115-121#0,LINE-115-121#0,0
LINE-227-216,LINE-225-214,LINE-225-214,-0.9999999999974328
LINE-113-215,LINE-315-316,LINE-315-316,0
LINE-115-121#0,LINE-219-220,LINE-219-220,-0.0002037970163138278
LINE-219-220#0,LINE-316-319,LINE-316-319,0
LINE-327-314,LINE-213-223,LINE-213-223,0
LINE-116-119,LINE-218-221#0,LINE-218-221#0,-0.010894224103444374
LINE-220-223#0,LINE-311-327,LINE-311-327,0
LINE-318-333#0,LINE-114-116,LINE-114-116,0
LINE-315-333,LINE-318-333#0,LINE-318-333#0,0.1065776609443278
LINE-318-333,LINE-229-218,LINE-229-218,0
LINE-320-323#0,LINE-218-221,LINE-218-221,0
LINE-320-323#0,LINE-318-333,LINE-318-333,0.0029125203151046533
LINE-218-221#0,LINE-219-220,LINE-219-220,0.003302124192262386
LINE-227-216,LINE-119-120,LINE-119-120,0.00411633390773962
LINE-320-323#0,LINE-219-220,LINE-219-220,0
LINE-330-318,LINE-114-116,LINE-114-116,0
LINE-119-120#0,LINE-126-217,LINE-126-217,-0.12739345327858714
LINE-212-223,LINE-127-121#0,LINE-127-121#0,-0.00012007000533062847
LINE-229-218,LINE-120-126,LINE-120-126,-0.010288330032256833
LINE-312-329,LINE-112-113,LINE-112-113,0
LINE-113-123,LINE-226-209,LINE-226-209,0.019160193108801838
LINE-215-224,LINE-316-330,LINE-316-330,0
LINE-219-220#0,LINE-216-217,LINE-216-217,0.01960778320883391
LINE-127-121,LINE-319-320,LINE-319-320,0
LINE-218-221#0,LINE-115-124,LINE-115-124,0.022301100677366896
LINE-119-120#0,LINE-318-333,LINE-318-333,0
LINE-116-119,LINE-227-216,LINE-227-216,0.021935733017221945
LINE-215-221,LINE-114-116,LINE-114-116,0.03856652866094356
LINE-119-120#0,LINE-127-121,LINE-127-121,0.0031264067429164428
LINE-216-219,LINE-225-214,LINE-225-214,-0.6532678662330115
LINE-126-217,LINE-314-316,LINE-314-316,0
LINE-114-116,LINE-113-123,LINE-113-123,0.22533429959491466
LINE-313-329,LINE-127-121#0,LINE-127-121#0,0
LINE-115-124,LINE-117-118,LINE-117-118,-0.039544469802696075
LINE-215-221#0,LINE-115-116,LINE-115-116,0.0051841158345495774
LINE-312-329,LINE-220-223,LINE-220-223,0
LINE-311-331,LINE-117-118,LINE-117-118,0
LINE-226-209,LINE-225-213,LINE-225-213,-0.02076821159144793
LINE-119-120#0,LINE-225-213,LINE-225-213,0.0009660175031016711
LINE-216-219,LINE-113-215,LINE-113-215,-0.03955494523935972
LINE-225-213,LINE-115-121#0,LINE-115-121#0,5.375681442646505e-5
LINE-320-323#0,LINE-220-223#0,LINE-220-223#0,0
LINE-120-126#0,LINE-225-214,LINE-225-214,0.01096786650790714
LINE-329-325,LINE-319-320#0,LINE-319-320#0,0
LINE-218-221#0,LINE-215-224,LINE-215-224,-0.07637910326058717
LINE-215-221#0,LINE-315-333#0,LINE-315-333#0,0
LINE-320-323#0,LINE-213-223,LINE-213-223,0
LINE-314-316,LINE-218-221,LINE-218-221,0
LINE-315-333#0,LINE-227-216,LINE-227-216,0
LINE-127-121#0,LINE-119-120#0,LINE-119-120#0,0.005084633416783684
LINE-219-220#0,LINE-120-126#0,LINE-120-126#0,-0.0012140862029648518
LINE-125-113,LINE-225-214,LINE-225-214,0.02774069152470316
LINE-311-331,LINE-315-333,LINE-315-333,0.001450683423384404
LINE-213-223,LINE-319-320,LINE-319-320,0
LINE-220-223,LINE-128-203,LINE-128-203,0.11359357073523989
LINE-311-331,LINE-216-217,LINE-216-217,0
LINE-219-220,LINE-116-119,LINE-116-119,-0.010661905038008297
LINE-313-329,LINE-318-333,LINE-318-333,-0.002584883215363687
LINE-127-121,LINE-120-126,LINE-120-126,0.002926822028888859
LINE-112-113,LINE-327-314,LINE-327-314,0
LINE-311-327,LINE-315-333#0,LINE-315-333#0,-0.001450682284811549
LINE-219-220,LINE-220-223,LINE-220-223,-0.05460747287179174
LINE-318-333#0,LINE-212-223,LINE-212-223,0
LINE-316-330,LINE-116-119,LINE-116-119,0
LINE-115-116,LINE-213-223,LINE-213-223,0.003601943254025769
LINE-229-218,LINE-330-318,LINE-330-318,0
LINE-316-319,LINE-119-120#0,LINE-119-120#0,0
LINE-116-117,LINE-125-114,LINE-125-114,-0.05379777064503898
LINE-315-316,LINE-311-331,LINE-311-331,0.021796992789984187
LINE-320-323#0,LINE-319-320,LINE-319-320,-0.09316244274355362
LINE-318-333,LINE-218-221#0,LINE-218-221#0,0
LINE-120-126#0,LINE-315-333,LINE-315-333,0
LINE-220-223#0,LINE-215-221#0,LINE-215-221#0,-0.003979915841279264
LINE-117-118,LINE-120-126#0,LINE-120-126#0,0.005853644052103753
LINE-315-333,LINE-314-316,LINE-314-316,0.029084005207897345
LINE-219-220#0,LINE-107-108,LINE-107-108,-0.11359357068491835
LINE-311-327,LINE-115-121#0,LINE-115-121#0,0
LINE-318-333,LINE-114-116,LINE-114-116,0
LINE-112-113,LINE-311-331,LINE-311-331,0
LINE-115-124,LINE-313-329,LINE-313-329,0
LINE-215-216,LINE-215-216,LINE-215-216,3.0972352953514832
LINE-125-113,LINE-215-221,LINE-215-221,-0.016149019409033766
LINE-115-121#0,LINE-215-221#0,LINE-215-221#0,0.0005925025874064211
LINE-318-333#0,LINE-225-214,LINE-225-214,0
LINE-228-203,LINE-119-120#0,LINE-119-120#0,-0.0026666686746426686
LINE-108-109,LINE-215-216,LINE-215-216,-0.009992631834445197
LINE-125-114,LINE-115-124,LINE-115-124,-0.46438548099851695
LINE-330-318,LINE-314-316,LINE-314-316,-0.050315336348502555
LINE-318-333,LINE-113-215,LINE-113-215,0
LINE-108-109,LINE-213-223,LINE-213-223,0.01858244023856256
LINE-318-223,LINE-226-209,LINE-226-209,0
LINE-315-333,LINE-127-121#0,LINE-127-121#0,0
LINE-113-215,LINE-315-324,LINE-315-324,0
LINE-116-119,LINE-320-323,LINE-320-323,0
LINE-127-121#0,LINE-125-114,LINE-125-114,-0.0232675242332923
LINE-218-221#0,LINE-225-214,LINE-225-214,-0.01709781615730264
LINE-215-221#0,LINE-119-120,LINE-119-120,0.0103314699620034
LINE-120-126,LINE-103-109,LINE-103-109,0.15552006062536647
LINE-126-217,LINE-115-121#0,LINE-115-121#0,-0.002893579934366336
LINE-216-217,LINE-119-120,LINE-119-120,0.026291086484867707
LINE-315-333#0,LINE-115-124,LINE-115-124,0
LINE-316-330,LINE-218-221,LINE-218-221,0
LINE-220-223#0,LINE-229-218,LINE-229-218,0.006463650376849259
LINE-115-116,LINE-108-110,LINE-108-110,0.0073742825698067385
LINE-227-216,LINE-215-216,LINE-215-216,0.09198194248869018
LINE-213-223,LINE-213-223,LINE-213-223,0.9072412392656881
LINE-215-216,LINE-107-108,LINE-107-108,-0.13544838136379486
LINE-107-108,LINE-216-217,LINE-216-217,0.05437633575904373
LINE-125-113,LINE-315-316,LINE-315-316,0
LINE-218-221,LINE-212-223,LINE-212-223,-0.00883067412641039
LINE-225-214,LINE-313-329,LINE-313-329,0
LINE-318-333#0,LINE-320-323,LINE-320-323,0.002736540127541263
LINE-312-329,LINE-319-320,LINE-319-320,0.08784202887579587
LINE-311-331,LINE-107-108,LINE-107-108,0
LINE-218-221#0,LINE-227-216,LINE-227-216,-0.017097816157104734
LINE-318-333,LINE-225-214,LINE-225-214,0
LINE-113-215,LINE-327-314,LINE-327-314,0
LINE-318-333,LINE-313-329,LINE-313-329,-0.00971277901359226
LINE-212-223,LINE-225-213,LINE-225-213,-0.006675553901447713
LINE-215-221#0,LINE-311-331,LINE-311-331,0
LINE-228-203,LINE-311-331,LINE-311-331,0
LINE-215-221#0,LINE-220-223,LINE-220-223,-0.002193424910377624
LINE-227-216,LINE-215-224,LINE-215-224,-0.33974212448197977
LINE-311-331,LINE-108-109,LINE-108-109,0
LINE-318-333,LINE-119-120,LINE-119-120,0
LINE-316-319,LINE-117-118,LINE-117-118,0
LINE-220-223,LINE-213-223,LINE-213-223,0.22946241638846604
LINE-103-109,LINE-125-114,LINE-125-114,-0.19552699275857124
LINE-113-123,LINE-311-331,LINE-311-331,0
LINE-227-216,LINE-112-113,LINE-112-113,0.013764721996635244
LINE-312-329,LINE-116-117,LINE-116-117,0
LINE-215-216,LINE-215-224,LINE-215-224,0.6124809245821828
LINE-225-214,LINE-226-209,LINE-226-209,-0.30717298054092873
LINE-128-203,LINE-116-117,LINE-116-117,-0.0041398214317091234
LINE-120-126#0,LINE-220-223#0,LINE-220-223#0,-0.0012170835351432735
LINE-329-325,LINE-227-216,LINE-227-216,0
LINE-125-114,LINE-315-316,LINE-315-316,0
LINE-227-216,LINE-319-320#0,LINE-319-320#0,0
LINE-120-126#0,LINE-216-217,LINE-216-217,0.02879858320917572
LINE-225-214,LINE-119-120#0,LINE-119-120#0,0.004116333907478314
LINE-315-333,LINE-108-109,LINE-108-109,0
LINE-320-323#0,LINE-216-219,LINE-216-219,0
LINE-329-325,LINE-117-118,LINE-117-118,0
LINE-218-221#0,LINE-108-109,LINE-108-109,-0.019699309673681192
LINE-228-203,LINE-212-223,LINE-212-223,0.05729630189823842
LINE-320-323#0,LINE-330-318,LINE-330-318,0.0098665316490124
LINE-225-213,LINE-226-209,LINE-226-209,-0.0390261415579655
LINE-120-126#0,LINE-228-203,LINE-228-203,-0.013801507046382812
LINE-315-324,LINE-126-217,LINE-126-217,0
LINE-212-223,LINE-216-217,LINE-216-217,-0.02181350894531973
LINE-313-329,LINE-212-223,LINE-212-223,0
LINE-320-323#0,LINE-119-120#0,LINE-119-120#0,0
LINE-216-217,LINE-127-121,LINE-127-121,-0.000838534510462636
LINE-119-120,LINE-229-218,LINE-229-218,-0.017568097553796378
LINE-108-110,LINE-319-320,LINE-319-320,0
LINE-114-116,LINE-125-113,LINE-125-113,0.33320009818164364
LINE-313-329,LINE-115-124,LINE-115-124,0
LINE-229-218,LINE-126-217,LINE-126-217,-0.3915179594522177
LINE-225-213,LINE-215-224,LINE-215-224,-0.0431640316622609
LINE-113-123,LINE-316-330,LINE-316-330,0
LINE-213-223,LINE-116-117,LINE-116-117,-0.0004493211472429267
LINE-215-221,LINE-227-216,LINE-227-216,0.019766261498596224
LINE-320-323#0,LINE-128-203,LINE-128-203,0
LINE-126-217,LINE-225-213,LINE-225-213,0.0047166601343339425
LINE-330-318,LINE-315-333#0,LINE-315-333#0,0.3703782036072404
LINE-318-333,LINE-115-121#0,LINE-115-121#0,0
LINE-319-320#0,LINE-115-116,LINE-115-116,0
LINE-115-124,LINE-311-331,LINE-311-331,0
LINE-220-223,LINE-107-108,LINE-107-108,-0.11359357068491172
LINE-212-223,LINE-115-124,LINE-115-124,-0.010285168157525594
LINE-320-323,LINE-226-209,LINE-226-209,0
LINE-218-221#0,LINE-112-113,LINE-112-113,0.027671481612506453
LINE-329-325,LINE-213-223,LINE-213-223,0
LINE-318-333,LINE-311-327,LINE-311-327,0.0021691413969263406
LINE-225-214,LINE-115-124,LINE-115-124,-0.018043139063797755
LINE-318-333,LINE-125-113,LINE-125-113,0
LINE-320-323#0,LINE-215-216,LINE-215-216,0
LINE-128-203,LINE-107-108,LINE-107-108,0.999999999557326
LINE-212-223,LINE-219-220,LINE-219-220,0.0899634898173604
LINE-219-220#0,LINE-125-113,LINE-125-113,-0.009244995307243988
LINE-108-109,LINE-319-320,LINE-319-320,0
LINE-215-216,LINE-218-221,LINE-218-221,-0.17956002421437484
LINE-114-116,LINE-212-223,LINE-212-223,0.00550392238330033
LINE-311-327,LINE-117-118,LINE-117-118,0
LINE-114-116,LINE-216-219,LINE-216-219,-0.010827675774337001
LINE-126-217,LINE-228-203,LINE-228-203,-0.06738698580367138
LINE-119-120,LINE-115-121,LINE-115-121,-0.00628016649028211
LINE-327-314,LINE-311-327,LINE-311-327,-0.33828127317671
LINE-213-223,LINE-318-333#0,LINE-318-333#0,0
LINE-215-216,LINE-320-323#0,LINE-320-323#0,0
LINE-318-333,LINE-228-203,LINE-228-203,0
LINE-120-126,LINE-312-329,LINE-312-329,0
LINE-115-121#0,LINE-220-223,LINE-220-223,-0.00011709633338697987
LINE-115-121#0,LINE-114-116,LINE-114-116,0.026898885345050916
LINE-318-333#0,LINE-119-120,LINE-119-120,0
LINE-113-215,LINE-215-224,LINE-215-224,-0.21091999232968847
LINE-315-316,LINE-113-123,LINE-113-123,0
LINE-115-124,LINE-228-203,LINE-228-203,0.014193180464481796
LINE-311-331,LINE-215-221,LINE-215-221,0
LINE-108-109,LINE-120-126,LINE-120-126,-0.006286575461290307
LINE-220-223,LINE-115-121#0,LINE-115-121#0,-0.00021680194099935618
LINE-108-109,LINE-216-217,LINE-216-217,0.028045145934693795
LINE-126-217,LINE-215-216,LINE-215-216,0.15561690765546354
LINE-218-221,LINE-125-114,LINE-125-114,-0.0333600472152654
LINE-126-217,LINE-225-214,LINE-225-214,0.053551513078860975
LINE-116-119,LINE-320-323#0,LINE-320-323#0,0
LINE-114-116,LINE-226-209,LINE-226-209,0.019115534445188383
LINE-219-220,LINE-215-221,LINE-215-221,-0.003979915841277212
LINE-319-320,LINE-212-223,LINE-212-223,0
LINE-314-316,LINE-125-114,LINE-125-114,0
LINE-117-118,LINE-108-109,LINE-108-109,0.014230354001604812
LINE-113-123,LINE-319-320#0,LINE-319-320#0,0
LINE-315-333#0,LINE-216-217,LINE-216-217,0
LINE-115-121#0,LINE-113-123,LINE-113-123,0.007504596318805186
LINE-125-114,LINE-113-215,LINE-113-215,0.13028508796092683
LINE-120-126#0,LINE-219-220#0,LINE-219-220#0,-0.00211823876881221
LINE-226-209,LINE-127-121#0,LINE-127-121#0,-0.00029003860272785705
LINE-330-318,LINE-311-331,LINE-311-331,-0.004339920429816454
LINE-220-223,LINE-311-331,LINE-311-331,0
LINE-126-217,LINE-126-217,LINE-126-217,1.6430162275269709
LINE-318-333#0,LINE-120-126#0,LINE-120-126#0,0
LINE-314-316,LINE-229-218,LINE-229-218,0
LINE-125-113,LINE-116-117,LINE-116-117,-0.0031905653101635288
LINE-108-110,LINE-216-219,LINE-216-219,-0.0469964308114231
LINE-218-221#0,LINE-311-331,LINE-311-331,0
LINE-311-331,LINE-115-116,LINE-115-116,0
LINE-225-213,LINE-116-117,LINE-116-117,-0.00012553218931349316
LINE-316-330,LINE-215-216,LINE-215-216,0
LINE-126-217,LINE-320-323#0,LINE-320-323#0,0
LINE-213-223,LINE-316-330,LINE-316-330,0
LINE-119-120#0,LINE-311-331,LINE-311-331,0
LINE-112-113,LINE-128-203,LINE-128-203,0.28457571793098685
LINE-116-117,LINE-120-126,LINE-120-126,0.006767221929165023
LINE-327-314,LINE-119-120,LINE-119-120,0
LINE-315-333#0,LINE-128-203,LINE-128-203,0
LINE-108-109,LINE-216-219,LINE-216-219,-0.0480605256844687
